"","batter","PA_2021","PA_2022","PA_2023","Total_PA"
"355","4465c3d96e03493e5f721991f34e897f7987d8c9",NA,23,516,539
"356","44ac241e108c9a628e188296ed1f3e8afbd9e646",NA,NA,38,38
"357","44c1dffcd76a15940792eabc7c209007b1fec2a5",170,112,54,336
"358","455f6ab20848e6ed09fe6c7bcd40e7ab8317df4f",NA,NA,4,4
"359","45ccfa7681d6a66455bb6c21c105aed0d32423d5",2,NA,NA,2
"360","45cd5ba215dafce9685a08b0864405b66d9c03dc",586,418,538,1542
"361","45d36ea42f77f2310144ec094c7914759b5e108e",531,434,169,1134
"362","4600b4d76c203bfa61c16bee1e87c56efe09e7e7",154,NA,NA,154
"363","4624f24cd9ff75f49ed23c84b4f855ff2beb2ba2",NA,120,152,272
"364","46571913dbc31676e98be5ad4db1f9d974f040a6",638,608,638,1884
"365","465d7544b40a77026e92ce7fee2414f25e4ae460",214,36,525,775
"366","46c7ce33e78264b2373438ed1f49a64c12d4e273",581,452,116,1149
"367","46e79222ddfd0958b195bc3b910111bb08732634",141,NA,NA,141
"368","471e90d768be5fd8c59f7a8ad07997f391b4ce9a",105,NA,NA,105
"369","473cc5ed31814e6679b13ccdcb951d9c70263796",169,160,78,407
"370","47925ed3ac1dcdf4296aa94be4d94fe5817627cb",237,NA,NA,237
"371","479eaae354ab83ded17b747a85effd4a14b7886f",49,68,26,143
"372","47a816f9460d1e5742d9b2e7aa73e35466ab714f",474,315,NA,789
"373","47b3a243dc544ea84da40d689f5def544af91b45",136,274,71,481
"374","47e562a5f459792148f788b00b877f40db8db62f",40,NA,NA,40
"375","4803634608bc30a04f9af8996949a77d882c4b9f",364,296,151,811
"376","4804ee29af4c590b2c8a80c9a532168c87953ebe",157,NA,NA,157
"377","481cecc9462bc94788976620a9b3a00b105a19e3",42,NA,NA,42
"378","485c05d5d7220c6fb611d0ba99ac5f5feb32be5e",5,NA,NA,5
"379","48d72c4d9f603b080bd0cc77ee6a1eadbf3a6b93",60,NA,NA,60
"380","48d883c25f0433e83a4f1e6c3b075f0a6fb1ea20",NA,18,53,71
"381","498c36f21c2027fb1b011e37d66c4e9715c1a813",18,2,NA,20
"382","499957d5f33b2c242ef6be80321520beefdb6c12",311,36,NA,347
"383","49c4176049e183373877ff84dd945190cc4fabae",464,475,65,1004
"384","4a892f26b3a0d3f4360d7ea865e8f7ff2c48c0c8",NA,42,9,51
"385","4a8da77e3ea10b8b42f0859ac49610a3cfd6bb01",4,NA,NA,4
"386","4aee9fdae0b2902c401daf9b33bb9199c68afc60",NA,NA,33,33
"387","4b180cf315532f6245d8bb08038a36261a6d5885",9,360,40,409
"388","4b28c0a343bdcb5f79b9ae6c014273f665723a34",NA,238,659,897
"389","4b741cd08d43d5689304eb372773dd4783667db6",NA,NA,8,8
"390","4b82ba84000fd3581d67a3e37c411a97f53afc32",428,372,113,913
"391","4be0e45ba7969bcad788c1410dec531270067842",2,NA,NA,2
"392","4c8f2e594168a4b4e9bd2252174bde84372b5d37",17,NA,NA,17
"393","4c98e2330e02e8b5e9ea655bfe4ef755c341ea6a",4,NA,NA,4
"394","4c9a5e1a93a1fd6e10f21b62dfc397c4e182f56f",22,NA,NA,22
"395","4d1298183510acbfd0087ccacf726abe77fc6e4b",2,NA,NA,2
"396","4d6127941ac5ecd5c14f8f666dad7d62723ddfe4",387,673,682,1742
"397","4db40d43d3837e7374794f2b575170a649ccd79d",186,106,70,362
"398","4e526f46cb16f0f62612ed17c88433d1c9b0b1c2",301,180,211,692
"399","4e5fb2c29850b50ffaa5ff7ade7780e43a916007",NA,NA,77,77
"400","4e6cb8bd44c5da6b7da0b950586a12b2d789d063",9,NA,NA,9
"401","4e93224fdadea827bd06c9bc727dfe85eb2e9236",NA,174,47,221
"402","4eb6ebf0e979c94c2df949dc569cdfbd52072d64",1,NA,NA,1
"403","4f6c643961e8df8f6d76d136b13ba2674b158140",220,NA,9,229
"404","4f7603e640bcb514becb8be97bf4e5e118ab7e4b",33,NA,NA,33
"405","4f949bf8f48aa41fa00361372ba1e1248ebd134e",21,NA,NA,21
"406","4f95abf1ad643b571799d32932a041fe812ae667",17,NA,NA,17
"407","5038a2ee954c9921b38840df1fbbc26813ecd822",NA,NA,85,85
"408","504abe1db26bb46fb46ea7cff9ed18221feb6798",6,NA,NA,6
"409","50552a2c0fd8e4a7da73ffbe4e3b4d753897f8ed",2,NA,NA,2
"410","508fdc457b08886c9e7fc71c366a785a26a70fc2",153,64,288,505
"411","50c753a7d9d97cb204dfa0377065ef4afd9cb0d0",3,NA,NA,3
"412","50e99f6d711f91de991d3083da5e92d455604eee",379,253,165,797
"413","5135b2f2892117f7e635e3e2477886d4fff10fbf",7,NA,NA,7
"414","5135f5f58de005ee87fe5d4d6cd07d12b6814d45",7,NA,NA,7
"415","514eeb6e6c17085fc1adabf03f1adca32318411f",726,726,753,2205
"416","5162061566d3b114a726d1f46d0c13b488365ccf",1,NA,NA,1
"417","517c83ac8f1549d395c3ba12562cfdc4f0db688b",389,222,408,1019
"418","518bf6df27af8bd8564af654262b56d28a34bfd4",4,NA,NA,4
"419","51c20f83c4cdccfa882791ed2bc309179e515a1f",1,NA,NA,1
"420","51ed749ff2ec6535d1a2f5e1cf8f0755c7947076",43,NA,NA,43
"421","52016eb54425ff26f543b4a0b0c184cc9fe4a4d8",1,NA,NA,1
"422","522732ffbe0234d4237e4d269207edd5bf0ee5bd",NA,NA,74,74
"423","523ecd5a15ce05328b032e40c14e996ef9f1fcd2",483,488,494,1465
"424","5277b4ad5baafe5488b4bcd502687944338da33d",286,157,NA,443
"425","52c150d7af7e27df20e41d50e3b360a82b9d9d7f",668,NA,NA,668
"426","52f44b951a277b9f5c246596dd070e39313d60a2",66,294,NA,360
"427","53030702dafbc98380b87618a6786a1c0278912c",88,571,522,1181
"428","5314328802e77854752ce9453dd960ae04a9b24a",NA,9,NA,9
"429","534e777fdb87941c7bd9423f61368cabf9b79809",1,NA,NA,1
"430","5355c083d8ca64985bd4970d9f2c471bc6a78b5a",1,NA,NA,1
"431","5380254a90e93dae0e3671bab6fbc60933b14b7a",NA,NA,412,412
"432","539ba9ce9c572ce6d0a4352db7211b5286e3be05",1,NA,NA,1
"433","53a6f179986e50fc6b1a20a75a94ba892239de43",575,542,420,1537
"434","53dfe414229803162d14787d30fbf47a1b5e46ea",529,457,388,1374
"435","53f612654070afa1d502872e2ec241d8937f8b6d",288,328,NA,616
"436","5425d5ec46ae422add2e04102b6d7c76fa67717e",4,NA,NA,4
"437","544e5e62db86f823641ee89d0da5ea50291641a1",NA,47,NA,47
"438","5480ec69eee0fcc62fe90dd57f8945867b4d1a8a",1,NA,NA,1
"439","5483790bb7d8746f387f04c3e034d564e336fa3d",1,NA,NA,1
"440","55073aa97b5d55d9dfb64d21bd81547c08c29a87",1,NA,NA,1
"441","550f85b6d95890392ee22d2d9e9b75d876cecf86",NA,116,645,761
"442","558693b14d63414c1b4c3263f131b0be7dee9682",1,NA,NA,1
"443","55aecc6628fcfb6fc7afb0c8d5c2c135e66058b1",NA,NA,141,141
"444","55bd3201fa7465188c2c70169f2e9407efe89cba",661,471,577,1709
"445","55f5996485e6a1faa6663ac69374953aaba0e5eb",3,NA,NA,3
"446","55f8e48fc1d6c7745a218b6a2ae99152c2fc57bb",230,132,8,370
"447","56225eced6bbfd6d8d4dfe657d9afd19cbeead77",202,278,NA,480
"448","562fbcf95658bc195be53014687b78bf1b2c8c01",127,NA,NA,127
"449","5681b7657ff7c609cb34127a516ba274b1616a81",3,NA,NA,3
"450","5695f0a3a684e4339cbfd6756eb24afe5df4ce12",167,513,688,1368
"451","56a848a24f3596acc04a37fc1fe6031c115f9e39",210,364,547,1121
"452","56abc4cae41e0b8b3f8d17741ccf46d912c22d7f",21,NA,NA,21
"453","56c38efc936ad92da986834cbca52c69e4cd182c",6,2,NA,8
"454","5723b8ea1f97a07a6afb874195c38c70005e989b",263,549,682,1494
"455","576d0a1a0612c27c99ac48d045a7b142c612def8",34,206,199,439
"456","57ed72fa5129e91aaf45fc261c297eb2ee3c6168",14,NA,NA,14
"457","582621ee977358425c653bf118ddddd18b77242f",NA,NA,581,581
"458","588de3f94a300203525ecdc49bb28e389354e0c8",1,NA,NA,1
"459","589875034823cff8a9e789a932fe22f6d31b2cfd",2,NA,NA,2
"460","58a09d2fd50dcb07e52d71bf16a2169077f52f4b",NA,131,439,570
"461","58b9fee780d57f9991464d4c9e1b9b9d5f5bb791",567,644,616,1827
"462","58bd390684a1b46fc0f2df6e75a8c563593e307e",631,634,600,1865
"463","592cfcba5200ba0171d471b3cceb6f158a52fcc7",263,194,NA,457
"464","59325b5a99a00fe5e8007788406d758c34051e9f",NA,123,102,225
"465","594704286b77475da0b058d49ee66a3f48eeee3b",NA,77,4,81
"466","5964f4be184862b8222f9aa44189b0da1c36e024",94,277,255,626
"467","59767d7298f6056b2f507e15f61d0a7b36250727",259,42,NA,301
"468","59b91ee13d1e1007b7f9666ef02fcd984ac441a1",7,NA,NA,7
"469","59c046bfc554e6d65c332c71f58456a8ca1a2b48",1,NA,NA,1
"470","59e1bd0a1e1f7b7c1ef501721434b82efdcbfcfe",NA,NA,168,168
"471","5a3e52aaa72d33484ffed076c098db72e7b89b43",NA,194,460,654
"472","5a5c1936f375e3396bf28dc69d3a89efcef1c75e",393,NA,NA,393
"473","5ac04b94d1ab468896ca39b60812ca69ab19cc94",NA,142,56,198
"474","5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d",316,327,340,983
"475","5b3c1b2b32ed07df86397c80422c56c65d064ec9",16,NA,NA,16
"476","5b58c9f7d85915d8168e94faa680e188e085e270",527,376,242,1145
"477","5b6b35fcf313a1e12256b4632795a01cd832bd2c",672,670,455,1797
"478","5b740a56489fb4d760c0586db33f0db04c04631b",4,NA,NA,4
"479","5b8d28b879a5161fbdabba7f378051cba5d83750",4,NA,NA,4
"480","5bf0b3dc96dfddcdc76c0ac6ed4f29ab7407c3dc",1,NA,NA,1
"481","5c01b2966a87154f53b9718c8aa32e8c8ec8c436",1,NA,NA,1
"482","5c473a89276efe87cf2f62aa3b211f7253c11ee6",NA,NA,22,22
"483","5c4ef2474ba71fc0a82adc9af54f3e965420258a",30,NA,NA,30
"484","5c510f4d67fc4cb4eceed1dff895cdcda5e74d4e",304,325,207,836
"485","5c52d4f9e23ee8dcfa0954d52da4e198f16085b3",7,NA,NA,7
"486","5cc6c32171332ff0d9e394ee52679548afd7c65a",NA,17,149,166
"487","5cd88c0b1bc0727f0185bd2c7b5ed74fb3eeb826",58,NA,NA,58
"488","5cfc5b2e57541cef91d8a828f09574e9824a2f30",22,NA,NA,22
"489","5d06c773ea2d9e50bb8ed40f3dd066f41671cb37",NA,31,NA,31
"490","5d1b39281ac7885c9f005b80d3844c50294b6995",75,41,66,182
"491","5d22762080116fc78103a57f820a26fb287cdb07",20,NA,NA,20
"492","5d2e13d8d4d49d2c4fc5659325decd8161066663",492,152,585,1229
"493","5d7f81cbee45d8cfca23e7c372cbe0d94c5fd4e7",550,351,526,1427
"494","5de8e24983b39b9530fc06544c88f45c15574596",17,NA,NA,17
"495","5e2471543554c6e6c724baab37d616f6d11d57e9",171,188,521,880
"496","5e9f857251ac40d9d56b2c4d50071c6670739a68",36,256,180,472
"497","5eb57ef29a7d2551535638fdbdf7cab4d5919b3c",601,629,666,1896
"498","5f329bc97175a1809cff23399745e3a526a8f049",5,NA,NA,5
"499","5f4de44606c93f7d27570c7867fd0593c779230d",235,200,78,513
"500","5f55cd7118d3da57163ced0872286209bd40fcd2",4,NA,NA,4
"501","5f6d629aa4a729e4869fa88140a9abf4b616b444",2,NA,NA,2
"502","5f745e71f935fbba858a1ca04749e6b00f9b4c84",NA,NA,182,182
"503","5ff4ced80a4fae6654ff7b423fd5ba48fa094023",1,NA,NA,1
"504","60308e9289e878691298865736811bd8d58c78fa",NA,109,336,445
"505","605b2ec4efc3dfcc28ceef454bf76c5d7a33bfd9",NA,153,488,641
"506","60d2bfeff46813f4c3274c522d417b776aef453d",NA,124,120,244
"507","60fb4ab79acaaef541b65e59e7e4a68c1066ec1c",513,184,NA,697
"508","612acb850adeba8fa12e2e4dbedfba6ad99fb19f",NA,NA,344,344
"509","61aba2e07f09ebd0e728f4c24c33e512d1ff1452",NA,NA,494,494
"510","61f0abb6b23aa376a435e7c24ea262b8ef4fbe53",4,NA,NA,4
"511","620102f6e32279819bfe182f606212019f24cd79",NA,NA,36,36
"512","626a2b1275b2b44ff9d7e4713fa11c7379d03f60",541,NA,633,1174
"513","628e8b7f927b81f5bd457e46b402ba1d3c3e188b",14,NA,NA,14
"514","62a2486a848779c531c907ef6a6214e7fc0f7dbd",NA,4,21,25
"515","62f6b5a378b3942033895e0bf88ee72a566794b7",250,496,487,1233
"516","63010ddee8efefb0c8495979427b6b7b4f66b148",4,NA,NA,4
"517","63200c77bdf4e7b5235cad1f2b6a238ccd37fe02",108,1,NA,109
"518","63227b0144020db4a3270d811696c76c51f4ad91",1,NA,NA,1
"519","6362c15e784c4a3ddc1f284873cb6c3d67237349",NA,86,102,188
"520","637aa60cb3c5b707c57db84190273c2359f36bb7",639,592,576,1807
"521","638fe76b18bac2774f3650b9516324f014c4ca4c",98,361,285,744
"522","63e643214fd5235430aac8531d5ff8efdd7ec28b",42,182,541,765
"523","64893d74bbfe9801198bca87c19e4c084b3e7fcb",NA,314,463,777
"524","64c2d02e906f038c0ee50863791b87580d648ea4",NA,1,NA,1
"525","651e83e10223cd815b67ad888008955753378194",28,NA,NA,28
"526","652bf4233a1c7c95f4440ab39de9833a84753521",2,NA,NA,2
"527","652ca0a4a48cf5f872ad38b84e1858627512e735",30,NA,NA,30
"528","655392de9d8ed5843ef57e709e17461f7c9057cf",64,NA,NA,64
"529","6559861be08df170bd9870e04da13bf3e3b324de",1,NA,NA,1
"530","65650865231fe4b5109842633b6b3889d78251b5",473,667,716,1856
"531","657520d3c69db7b9512b14243f16d3b25fed1a21",1,NA,NA,1
"532","659fdb3f91f577b99298e2643a3aa1b1e250ddb1",19,NA,NA,19
"533","65a1c03b9820fabdf8eb47890a8ea707e0b030a9",NA,14,87,101
"534","65e09ff2b114c59c2432364ebe0985de430034b7",552,309,253,1114
"535","668035aa0f3561353c776260ef5685baa0eb97cb",3,NA,NA,3
"536","6687f3c21a171b932039f51cb14f1a7306a4b6a3",NA,NA,131,131
"537","6694f746d8beb752b45b675ecad73e051cb1dd66",42,NA,NA,42
"538","66adb85a5fec8deec938ceeb9c2b8421614e2ba0",NA,5,23,28
"539","674d8bf718327b8290f85890e3db039ea758349c",527,524,555,1606
"540","67594f978c407d20d7869d35fd2b2bc172b958ab",445,296,145,886
"541","6772422e813047d9619db583793aed488a8785d5",NA,NA,76,76
"542","678119a88d780a54011377d88f13bd971893847d",10,34,NA,44
"543","67ae877204f29309bbf2be68de4233b39b132693",6,NA,NA,6
"544","67b4dd811b60988c269a492a5ea3927036c30741",198,81,83,362
"545","67e41a583ed6915acedf8a84d34d11bad7a85740",453,333,8,794
"546","67f1f58459a3eac623952b8dda017a102fa7bb83",2,NA,NA,2
"547","685fd3abb9482835092f6c5686d3e7e40878332d",NA,104,NA,104
"548","68724fd1e0154ad957dcb97fdab47ec50785d058",2,NA,NA,2
"549","68905fe6a5ad781722cb9592664b7bd3b308a35d",NA,NA,68,68
"550","689afceb81123da993f8d83570d98530e41c8728",13,NA,NA,13
"551","689bb96d159e80f60e3c25362f9837cdd92d2b67",67,NA,NA,67
"552","68fb9ccde2c795925db20c54808ce39ea29f9580",NA,108,667,775
"553","691879748d5b77908900022e7cf1736ee048958e",299,584,624,1507
"554","693c0f07a7c78eea3ba7546c87b7013c1debca1d",4,NA,NA,4
"555","694f369a861c79cdbb3579b8fc7cb24275660707",233,379,NA,612
"556","69f55165cf8e822a43ce69144542abe72fe88fe9",8,16,NA,24
"557","6a0420ee02bddbde1f320ef2a25086c57c097ecd",90,NA,NA,90
"558","6a55ade739b29c01ae413f274bfb7d97d36247a0",202,472,312,986
"559","6a6c94ae4a02d74c296899148cc71d576ad5390a",498,372,318,1188
"560","6a921acc12ba454b6f74f3e0229032e371a2801d",36,NA,NA,36
"561","6abe653fe11a79a725382f995ad6d20da6afa47d",NA,NA,40,40
"562","6abee2a8b911338bf511e5f16c4a187cff8ab85e",189,540,422,1151
"563","6af4fd2b0e2411b744d0587be50052a125628dc3",376,352,21,749
"564","6b2bc8a2ddf021c6284a7efdc40666827bf64725",2,NA,NA,2
"565","6b7a15b5e5ebfd02abd3d24d7693239071cbf9c1",5,NA,NA,5
"566","6b9c113c5a64a6d885c3998c5e5b1c7c8af78454",31,NA,NA,31
"567","6bb1b0754829982c54484e4d2772d2616871b8ff",690,698,602,1990
"568","6bb6fa4d4664b36a3fa082b63201434d46e09da3",9,27,NA,36
"569","6bdc0c759ec1e9fb75b5409c2644bd76f48d4a12",2,NA,NA,2
"570","6c81d9bda7c62f45e6c476141d12d4d4a300c224",4,NA,NA,4
"571","6ca9cb26b733531c9d51fc82567ecfacda4bf9d9",NA,NA,45,45
"572","6ce6f832e5197576e4c34b6f627434b5cbc97c61",33,NA,NA,33
"573","6d0a27712f982838ea4e2763d486818853630edd",562,607,665,1834
"574","6d379c9daa561b18425290480873fd9b17a90610",59,NA,NA,59
"575","6d3fc477390693adb11d4356e264530cb9abf094",2,NA,NA,2
"576","6dbba4981725d29542654da40a0a420a06b16944",66,40,171,277
"577","6dd18dfee0b58ade4f67f1e5f111c57f60599dff",NA,NA,44,44
"578","6dd582f3298133f1940215ba26611bd80b2bec09",1,NA,NA,1
"579","6e0e372e926b3589ef8fe67ee955ef197b262075",417,633,611,1661
"580","6e21c8648f192b0f917c29147c8105e1f85021a0",89,8,NA,97
"581","6eb7a8650645b4b541c27ac08b5eed4ed1c59b4b",8,NA,NA,8
"582","6ecf93cbd6a717025171e02346dde11e6acba793",NA,7,21,28
"583","6eeab0ba2727d817ac0775cc708ec86d78124c05",NA,7,235,242
"584","6efd5afb47ce031047a04a267397cf19941cbbc9",1,NA,NA,1
"585","6f137dc6476b3dcd40fb2ad6fa57aad5e75661b4",131,63,10,204
"586","6f6072a62e0fe217b68dcc5224ebb53e1720b3d0",1,NA,NA,1
"587","6f664a1df28f7e1fccaf73beb75adfe6937f422a",311,276,52,639
"588","6fa24a3156857c8643a76888f500975256da9aa6",15,NA,NA,15
"589","6fcb501f6a4821c0b0b2a45b6109e1f1fc787638",2,NA,NA,2
"590","6fce7e6aaecd43623d1e0e8b508478799a20b105",11,350,NA,361
"591","6ff6915667d4e14b8b1129e499ce91ecded4df44",287,296,236,819
"592","705a86ae9eebf0316b273ee63d164031a7b38ea2",4,NA,NA,4
"593","705bd2962c69a2d18c196329eb7167125e3c1e06",638,597,518,1753
"594","705f321caaab88497d60fb13118fa066f73650a6",55,NA,87,142
"595","70e1d92abb87036fac1fc12cdb769d2df0938529",306,553,377,1236
"596","714ffc00a69373619fceb2807b39c16cb3e7a917",NA,NA,223,223
"597","716d6f2aaed3e620c6c5b714bfb99d57fe545ffd",4,NA,NA,4
"598","725357e7f2e42cfc4f08591df5caa9bcf5ff6280",NA,NA,326,326
"599","72652f1b57a59f4a8e278cf070cca49ccdfce670",358,354,151,863
"600","7268472644e0b09901bef6495e2a4d455b4c1890",61,NA,NA,61
"601","726e3476c9a02b551c4633f987e580e4d68eba5b",NA,NA,1,1
"602","726f300105ad69d160d0835fbbaaa4dabd7d7d39",76,357,529,962
"603","72a56d0baf70ccc97359536f1d62d7b513d688c5",1,NA,NA,1
"604","72df61d622032f8ac8599616b662662f65ee22e5",7,NA,NA,7
"605","72eff2388181d1ad10baed69adc7fceaecd485e6",572,524,548,1644
"606","730c8c933b8f6f4425534e371b15723d0f756ef4",112,220,NA,332
"607","7342c287be8b3735d2c7dc1688a60447dea969d1",317,3,185,505
"608","73954cf0580c676cbbd2426384d69bce4d997458",NA,71,12,83
"609","73b4d0c624c772c7969d5df019766bb774bf4f9b",691,628,527,1846
"610","73be4f76c2bec88740f90212ac33d9ca13899275",NA,57,345,402
"611","74048c5d54f8e79cfee1ca9803658cfdf3bd4755",511,382,116,1009
"612","7444ae27fad0087ccfa349699a76e5c4b105de5e",48,134,28,210
"613","7451bb61548adc7de276059b5a577fb05329b931",603,584,327,1514
"614","74877ed1ee85fc60a019745c54752f90c7634ef4",6,NA,NA,6
"615","74f22fceb707d091d74fd07c2e347a50dbe7749a",18,NA,NA,18
"616","74fbd2c42d3848988ba22644a52c38a95f26283b",426,589,648,1663
"617","7508430dc85b53c739a8e2906062c20e7c6723f4",62,NA,NA,62
"618","750c81e420c154073dac06495b619ec4974d4add",628,595,478,1701
"619","75174627fd934205ab7d1905d926b580814f9759",588,564,575,1727
"620","754394da3ef8364f3fd28f33a46f5c9b3dfa9e74",NA,NA,6,6
"621","758f4f5d04979599254021276af78a2bd48ed76a",286,62,148,496
"622","75974da3aded6c20132e5deec637421440e53359",26,NA,NA,26
"623","75ad557b19db10988d6aaa91a3fd8fc0299ca2d3",6,NA,NA,6
"624","75ce0a1bd9f071026e5af9205cbe9e010b6291ba",41,NA,NA,41
"625","764d7954371a69487b47d4def80d80965f138f5a",7,NA,NA,7
"626","7667f17f281e6cebf0bd315bbe45d0989286fdf0",NA,NA,124,124
"627","7694076619c298b4556297b20afaf8eb50461cdf",720,552,591,1863
"628","7695d350b8d34fbda2e2b035eeb35e2d919b17b7",1,NA,NA,1
"629","7697cdad70aa01d9e4015b56f31a29246e651111",396,314,344,1054
"630","770df191534bf92872c781b504300adb0fb5c181",21,3,NA,24
"631","7722b8dd19ac11966d6768682582e0c78cfb1d94",9,NA,NA,9
"632","776addf45775078d8c8694a7bd333845153f5529",1,NA,NA,1
"633","777050e2c47c0765d24b18c9952d79781c880701",18,184,111,313
"634","7782c6f80f8c16a3fda7863722e9399e71fe96b1",230,426,291,947
"635","778398d887fb7e79eaf4b535086a6b5daa070445",23,NA,NA,23
"636","7788ff0375c64348d36ae12869506ad498eefef4",237,565,411,1213
"637","77b8b8ae529e8611e766f75faebf5fca595fdf86",2,NA,NA,2
"638","77f57d6df721aac3eae5ac72bb381cf02486cbe0",NA,NA,241,241
"639","780ed741283eb2ec297e0503fc5d4fcb2b56cf30",122,NA,NA,122
"640","78576937fe7d731544ca5bd0f668e5f6b3dda9f3",1,NA,NA,1
"641","786672c08d33f1282d91da2df59542edc3219d39",536,639,691,1866
"642","7884ea053ee1a638cd6fa91c1f322f4dc0ca271d",2,NA,NA,2
"643","78854553f9b7cfd514c3d57624b3b122a269da35",594,392,168,1154
"644","793587fe9c1be3f0c7a27e768f7e54bf7d13ac1b",2,NA,NA,2
"645","7943ca67b1107c5e29a6d81db2c1d3eaab33b73a",240,6,NA,246
"646","797c1a83ff7da64a7724d4e1348d44d1b4182b3d",1,NA,NA,1
"647","79ae84f001d7d14f78615e97cb3785e112caae49",154,335,118,607
"648","79c9f44ce7da2377e52e91b02e683e29b3417c56",29,6,82,117
"649","7a0e9a6d8c15c2362a276c88e9f8ca7f02d608b3",NA,113,457,570
"650","7a2d30ea24f92530921df21aedaaaf1396efe3c2",25,NA,NA,25
"651","7a41536ca370190d3d4d569d8b78369f63297956",NA,127,149,276
"652","7a734023f315e70b918df1a932a61b6584870bee",1,NA,NA,1
"653","7a891d3cff176ecd273e99f30daf952fdd346151",2,NA,NA,2
"654","7abce7d17f61be90699da13c705e4f89352a8dcf",4,NA,NA,4
"655","7af48e1450f901283c9991039ba95e32a606c41f",110,NA,NA,110
"656","7b00d5dda854778e8d3ba783d4918faddae32575",625,467,575,1667
"657","7ba90f6e528c892f6ff6bd73d37d26ea3b451481",57,NA,NA,57
"658","7bbad804f2bb6d1e1e13380c3cda7d595303f4df",128,174,NA,302
"659","7c3ed05a692adc3cb5a5766fed3b9e63b8c195d1",346,NA,NA,346
"660","7c4a0dfedf9b0dd9d6b2dc4c349f597e4e03063c",254,224,NA,478
"661","7c4aac467b33e852bd7ced9f09a35d5a780a0fee",260,NA,NA,260
"662","7c681762bb5e92ac8bf0a53eb9b41e3fd8c77ef9",1,5,NA,6
"663","7d28f5b8f58b7dbe4d72865e5d30af967f01212d",64,NA,NA,64
"664","7d48398a4b12c939bee2a58003e9c52b99dc915c",34,NA,NA,34
"665","7d73305e306705436ac4f31f8149a297d95b0040",3,NA,NA,3
"666","7d762f5b852b8c348324aef302252294f2696d9d",NA,103,56,159
"667","7d946985b040644566a85225b71b4ca54ab56552",544,626,278,1448
"668","7d999b3b292579a2f039e815ee6422eb53f3e221",418,21,NA,439
"669","7e148dd6c0520cd48c32cbfd55c0d41a9d240c04",11,NA,NA,11
"670","7e2ea9a1e09ecedbb82fa041fa50fa6f9b1f2e88",NA,NA,408,408
"671","7e717ca62155014bc93e32d418f96dda585e8bcd",NA,122,56,178
"672","7ea557c127e6a4df423fe65230e6eec83ad76cfa",211,534,352,1097
"673","7f42e3fd93af2d41d8f8479ef030a32dcea07a2e",173,188,NA,361
"674","7f7ee7e34e48b57d3d1b534e5cdc4aaefc780091",133,28,NA,161
"675","7fc1649c77a577cbd7893f4e3ed89ff542d9e3c2",596,553,491,1640
"676","7fe97fbb484e94e5f2cc6de69848bc3f5c393922",141,492,361,994
"677","805ae58281deba6d30ed460ec662adc6489bd7e0",416,581,194,1191
"678","806d60fa9695fda61e624eb0c6119eb0c1856ebd",111,175,384,670
"679","807d11478d4d142059b9da549c160bb64f4a8917",449,NA,NA,449
"680","80af5e79fc626b82333d265f2258c238539232e5",1,NA,NA,1
"681","80f3a94c7bf1ed6397017744dbb75ff931902e2d",656,679,592,1927
"682","80f734d807768cfbfb215d8f9ac5caf20991033a",NA,36,496,532
"683","80fe2c6a392ae1a7535192e20c7d47b4cc05a24a",1,NA,1,2
"684","810ac2caa9faf2673d3f3ace92b7f4b857334a22",5,NA,NA,5
"685","81272c934b63edda7b2c6ca9f268f5a594ce5131",555,614,639,1808
"686","812bda429f3d18d027657b049c110ed4130ede6e",1,NA,NA,1
"687","81bca117796907ff95667efc8673877ee01839af",270,405,243,918
"688","81c84c1a4746858d5ad0667568ae5c78c90bdd18",NA,NA,5,5
"689","81fc5490cffd222b118a1302c916b85b26ea416d",147,62,54,263
"690","8268c9e039e5628e74e432e55d3d726be52a443c",1,NA,NA,1
"691","827135b2373b76725e3861585e8180bbd1990e19",20,NA,NA,20
"692","827f37c0cc58baa7917b8c6eaf57b9b50b9800f2",4,NA,NA,4
"693","8290ab2133e0724dfa4c029c8fccc4e082eeab6d",425,379,407,1211
"694","82bb4ebfb1effa9dc5e8d6a078bede9625842c73",NA,23,6,29
"695","82bde68c049407a9ac8f5aaa0cfb1b825b195dba",2,NA,NA,2
"696","82cb9c0e72ca056b5de69fc76b30f69789740cbf",2,NA,NA,2
"697","834bafd5b6ea070a9db54c6e4ab5a3153488c22d",206,285,386,877
"698","837484931d4d9194973ae70dbc31984c986adcdb",691,246,230,1167
"699","8385d8f483d01edb19652cda2c3e8859c97572df",2,NA,NA,2
"700","83902f320532a76b56367b2d4c62ffb125fdab44",1,NA,NA,1
"701","83a67a77ec3fd10c2f7c1120915487f1493fc797",31,NA,NA,31
"702","83b0284261e2bda954f2c6b2dc67c2a5e4f3c127",14,56,403,473
"703","8409ad37278a80cc08b0efc4ab62971a072fb03b",1,NA,NA,1
"704","847d88b282780a11b682814f019fcc9e444db809",637,602,456,1695
"705","84aac2aec4fcffded30577384d92145d99fc51d6",11,NA,NA,11
"706","84efa1f1b49e61ebdeb8aa5034d4d4141b4b20aa",NA,558,633,1191
"707","852074cf280f7e76d76696a7a3e2ed58bb096c62",NA,1,NA,1
"708","857f66fb5a1cb8bf41d5b41f46a603c787a74ba4",82,8,NA,90
